id,school,year,netPrice,graduationRate,medianDebt,medianEarnings,admissionRate,satAverage,actMidpoint,tuitionInState,tuitionOutOfState,pellGrantRate,federalLoanRate,retentionRate
151351,Indiana University-Bloomington,2022,15878,0.8113,NA,NA,0.8241,1322.0,NA,11447,39120,0.1745,0.2817,0.8986
151351,Indiana University-Bloomington,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151351,Indiana University-Bloomington,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153603,Iowa State University,2012,13703,0.7079,25000.0,47800.0,0.8625,1145.0,25.0,7726,19838,0.2429,0.5646,0.8579
153603,Iowa State University,2013,14336,0.681,24785.5,48600.0,0.8252,1145.0,25.0,7726,20278,0.2263,0.5519,0.8713
153603,Iowa State University,2014,14100,0.6893,24250.0,50700.0,0.8691,1145.0,25.0,7731,20617,0.2184,0.5224,0.8639
153603,Iowa State University,2015,13997,0.7137,23750.0,NA,0.8715,1142.0,25.0,7736,20856,0.2134,0.522,0.8705
153603,Iowa State University,2016,13947,0.7435,23256.0,NA,0.8749,1144.0,25.0,8219,21583,0.2096,0.4995,0.8809
153603,Iowa State University,2017,14331,0.7343,22975.0,NA,0.8934,1221.0,25.0,8636,22472,0.2054,0.4925,0.8747
153603,Iowa State University,2018,15140,0.7472,22635.0,NA,0.906,1219.0,25.0,8988,23392,0.2113,0.493,0.8748
153603,Iowa State University,2019,15496,0.7405,22754.0,NA,0.9205,1220.0,25.0,9320,24508,0.2097,0.4766,0.8717
153603,Iowa State University,2020,16002,0.7472,22869.0,63386.0,0.8842,1197.0,25.0,9316,24504,0.2038,0.4803,0.8863
153603,Iowa State University,2021,15351,0.7605,NA,NA,0.9112,1205.0,25.0,9634,25446,0.1979,0.4793,0.8805
153603,Iowa State University,2022,15494,0.7445,NA,NA,0.9022,1197.0,NA,10133,26617,0.1915,0.4661,0.857
153603,Iowa State University,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153603,Iowa State University,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153658,University of Iowa,2012,16056,0.6981,21008.0,49100.0,0.7844,1147.0,25.0,8057,26279,0.1916,0.4853,0.8552
153658,University of Iowa,2013,16447,0.6962,21500.0,50200.0,0.8023,1208.0,27.0,8061,26931,0.1906,0.4722,0.8584
153658,University of Iowa,2014,14863,0.7004,21500.0,51900.0,0.8095,1164.0,26.0,8079,27409,0.1883,0.4554,0.8611
153658,University of Iowa,2015,14085,0.7208,21500.0,NA,0.8074,1164.0,26.0,8104,27890,0.1918,0.4384,0.8537
153658,University of Iowa,2016,14192,0.7182,21500.0,NA,0.8411,1165.0,26.0,8575,28813,0.1879,0.4182,0.8706
153658,University of Iowa,2017,15103,0.7354,22000.0,NA,0.8604,1232.0,26.0,8965,30609,0.1857,0.4162,0.8598
153658,University of Iowa,2018,15893,0.7321,22500.0,NA,0.8267,1233.0,26.0,9267,31233,0.1964,0.4259,0.864
153658,University of Iowa,2019,19145,0.7222,22500.0,NA,0.8255,1235.0,26.0,9606,31569,0.2031,0.4269,0.8593
153658,University of Iowa,2020,19401,0.7219,22500.0,64762.0,0.8428,1229.0,26.0,9606,31569,0.1945,0.4182,0.881
153658,University of Iowa,2021,19443,0.7372,NA,NA,0.8621,1236.0,26.0,9942,31905,0.1886,0.4109,0.8798
153658,University of Iowa,2022,20426,0.7369,NA,NA,0.86,1222.0,NA,10353,32316,0.1868,0.4046,0.8864
153658,University of Iowa,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153658,University of Iowa,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154095,University of Northern Iowa,2012,15008,0.6633,20532.0,42000.0,0.7751,1070.0,23.0,7635,16721,0.2423,0.626,0.8134
154095,University of Northern Iowa,2013,15207,0.6649,21055.0,42800.0,0.8331,1030.0,22.0,7685,17181,0.2704,0.6131,0.83
154095,University of Northern Iowa,2014,14980,0.6395,20543.0,44600.0,0.7691,1050.0,23.0,7749,17647,0.2598,0.5998,0.8482
154095,University of Northern Iowa,2015,15961,0.6775,20500.0,NA,0.7953,1050.0,23.0,7817,18005,0.2631,0.5771,0.8017
154095,University of Northern Iowa,2016,15666,0.6505,20354.0,NA,0.8256,1050.0,23.0,8309,18851,0.26,0.5611,0.8586
154095,University of Northern Iowa,2017,16496,0.6753,19784.0,NA,0.8083,1166.0,24.0,8699,19241,0.2625,0.5567,0.8132
154095,University of Northern Iowa,2018,16244,0.6547,20000.0,NA,0.8074,1169.0,24.0,8938,19480,0.2744,0.5558,0.8379
154095,University of Northern Iowa,2019,15620,0.6744,20000.0,NA,0.7905,1149.0,23.0,8938,21222,0.2644,0.5461,0.8347
154095,University of Northern Iowa,2020,16438,0.6356,19691.0,55177.0,0.7888,1149.0,23.0,8938,21222,0.2568,0.532,0.8555
154095,University of Northern Iowa,2021,14017,0.6891,NA,NA,0.8579,1147.0,23.0,9053,19753,0.2597,0.4943,0.8069
154095,University of Northern Iowa,2022,14414,0.6384,NA,NA,0.9495,1121.0,NA,9411,20565,0.2601,0.466,0.8257
154095,University of Northern Iowa,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154095,University of Northern Iowa,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155317,University of Kansas,2012,17216,0.6403,19102.0,44800.0,0.9274,1145.0,25.0,9678,23748,0.2222,0.4622,0.7916
155317,University of Kansas,2013,17690,0.6162,19000.0,46500.0,0.9228,1145.0,25.0,10107,24873,0.2216,0.4532,0.799
155317,University of Kansas,2014,18434,0.6,19500.0,48800.0,0.9142,1145.0,25.0,10448,25731,0.2216,0.4456,0.8042
155317,University of Kansas,2015,18755,0.6133,20454.0,NA,0.9347,1145.0,25.0,10825,26659,0.2289,0.4514,0.8
155317,University of Kansas,2016,18234,0.6343,20500.0,NA,0.9301,1185.0,26.0,11455,28239,0.2222,0.435,0.8086
155317,University of Kansas,2017,18814,0.6308,21105.0,NA,0.9338,1230.0,26.0,10824,26592,0.2217,0.4387,0.8298
155317,University of Kansas,2018,18571,0.6478,21375.0,NA,0.9171,1250.0,26.0,11148,27358,0.2182,0.4302,0.8394
155317,University of Kansas,2019,18918,0.6651,21000.0,NA,0.931,1235.0,26.0,11166,28034,0.2128,0.4175,0.8615
155317,University of Kansas,2020,20257,0.6311,21000.0,61945.0,0.9093,1227.0,26.0,11166,28034,0.2015,0.4038,0.857
155317,University of Kansas,2021,18709,0.6603,NA,NA,0.925,1219.0,25.0,11166,28034,0.1978,0.3759,0.8476
155317,University of Kansas,2022,18430,0.6728,NA,NA,0.8784,1192.0,NA,11167,28035,0.1944,0.3647,0.8469
155317,University of Kansas,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155317,University of Kansas,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155399,Kansas State University,2012,15192,0.5815,21000.0,43300.0,0.99,NA,NA,8047,20146,0.2553,0.5182,0.8031
155399,Kansas State University,2013,15852,0.5944,21525.0,43800.0,0.9591,NA,NA,8585,21530,0.2526,0.5084,0.8119
155399,Kansas State University,2014,16384,0.5858,21823.5,45600.0,0.9493,NA,NA,9034,22624,0.2447,0.4922,0.8324
155399,Kansas State University,2015,17401,0.617,22500.0,NA,0.9492,NA,NA,9350,23429,0.2352,0.4798,0.8345
155399,Kansas State University,2016,17023,0.6266,22500.0,NA,0.9407,NA,NA,9874,24775,0.2333,0.4729,0.8511
155399,Kansas State University,2017,17926,0.6266,22250.0,NA,0.9412,NA,NA,10135,25492,0.229,0.4673,0.8428
155399,Kansas State University,2018,18450,0.6397,22093.0,NA,0.934,NA,NA,10383,25887,0.2337,0.461,0.8549
155399,Kansas State University,2019,18285,0.6525,21500.0,NA,0.9537,NA,NA,10440,26316,0.2272,0.4455,0.8576
155399,Kansas State University,2020,18433,0.6752,21250.0,57262.0,0.9415,NA,NA,10466,26342,0.2167,0.4338,0.8716
155399,Kansas State University,2021,18902,0.6842,NA,NA,0.9561,NA,NA,10420,26491,0.2035,0.4078,0.8624
155399,Kansas State University,2022,17861,0.6857,NA,NA,0.9514,NA,NA,10448,26519,0.1983,0.3791,0.8619
155399,Kansas State University,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155399,Kansas State University,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156125,Wichita State University,2012,13166,0.4141,18515.0,39300.0,0.9522,1048.0,23.0,6442,14476,0.364,0.5211,0.7017
156125,Wichita State University,2013,13342,0.4637,19500.0,39600.0,0.9576,1089.0,24.0,6926,14960,0.3595,0.5022,0.7449
156125,Wichita State University,2014,11939,0.4445,20000.0,40400.0,0.9553,NA,NA,7265,15299,0.3636,0.5096,0.7448
156125,Wichita State University,2015,14945,0.4294,20000.0,NA,0.9473,1089.0,24.0,7528,15851,0.3607,0.5101,0.7161
156125,Wichita State University,2016,17640,0.46,21000.0,NA,0.8623,1102.0,24.0,7895,16634,0.3451,0.5085,0.7236
156125,Wichita State University,2017,14113,0.4757,21625.0,NA,0.938,1159.0,24.0,8432,17390,0.3385,0.4952,0.7254
156125,Wichita State University,2018,14876,0.4703,21478.0,NA,0.965,1152.0,23.0,8270,17452,0.3354,0.4765,0.7304
156125,Wichita State University,2019,14382,0.5016,21250.0,NA,0.917,1168.0,24.0,8298,17480,0.3265,0.4517,0.6863
156125,Wichita State University,2020,14859,0.4843,20500.0,51532.0,0.7963,1167.0,24.0,8433,17798,0.316,0.4304,0.7088
156125,Wichita State University,2021,14372,0.4767,NA,NA,0.9106,1132.0,23.0,8800,18165,0.309,0.4144,0.6866
156125,Wichita State University,2022,13299,0.5159,NA,NA,0.9485,1118.0,NA,8866,18226,0.3007,0.3706,0.6602
156125,Wichita State University,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156125,Wichita State University,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156620,Eastern Kentucky University,2012,10943,0.3669,19500.0,34100.0,0.6629,1008.0,22.0,7320,16464,0.4363,0.6111,0.6775
156620,Eastern Kentucky University,2013,10496,0.3888,21000.0,34800.0,0.6002,1009.0,22.0,7536,16608,0.4278,0.5983,0.7149
156620,Eastern Kentucky University,2014,10686,0.4186,22692.0,36100.0,0.7387,1008.0,22.0,7920,17448,0.4242,0.5829,0.7183
156620,Eastern Kentucky University,2015,11647,0.4099,23242.0,NA,0.7063,1028.0,22.0,8150,17640,0.4336,0.5797,0.7403
156620,Eastern Kentucky University,2016,11150,0.407,23125.0,NA,0.8633,1049.0,23.0,8868,18180,0.4084,0.5513,0.7403
156620,Eastern Kentucky University,2017,11892,0.4383,23000.0,NA,0.8737,1123.0,23.0,9366,18250,0.3884,0.5391,0.7343
156620,Eastern Kentucky University,2018,13845,0.4678,22899.0,NA,0.8729,1147.0,23.0,9666,19444,0.395,0.5234,0.7301
156620,Eastern Kentucky University,2019,14149,0.4524,22760.0,NA,0.9383,1144.0,23.0,9876,19948,0.3885,0.5046,0.7506
156620,Eastern Kentucky University,2020,13763,0.4522,22500.0,45795.0,0.9795,1116.0,22.0,9876,19948,0.3844,0.5043,0.7948
156620,Eastern Kentucky University,2021,13821,0.4777,NA,NA,0.9835,1084.0,21.0,9752,20024,0.3804,0.4614,0.7386
156620,Eastern Kentucky University,2022,10158,0.4924,NA,NA,0.6431,1051.0,NA,9844,20222,0.3815,0.4395,0.7698
156620,Eastern Kentucky University,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156620,Eastern Kentucky University,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157085,University of Kentucky,2012,14335,0.5911,18250.0,41900.0,0.6838,1157.0,26.0,9676,19864,0.2435,0.4923,0.8128
157085,University of Kentucky,2013,14333,0.6184,19500.0,43000.0,0.6861,1140.0,25.0,10110,21192,0.2481,0.4597,0.8253
157085,University of Kentucky,2014,14785,0.6139,21250.0,45100.0,0.7221,1142.0,25.0,10616,22888,0.2469,0.4426,0.8218
157085,University of Kentucky,2015,16298,0.6275,22500.0,NA,0.8911,1143.0,25.0,10936,24268,0.2479,0.4491,0.8268
157085,University of Kentucky,2016,17617,0.6396,23000.0,NA,0.9079,1159.0,26.0,11484,26334,0.232,0.4348,0.8172
157085,University of Kentucky,2017,18903,0.6505,23102.0,NA,0.9577,1213.0,25.0,11942,28046,0.2287,0.4331,0.8334
157085,University of Kentucky,2018,18523,0.6616,23200.0,NA,0.9448,1239.0,26.0,12245,29099,0.2381,0.4248,0.8454
157085,University of Kentucky,2019,17127,0.6649,22974.0,NA,0.9585,1227.0,26.0,12360,30680,0.2328,0.4,0.8505
157085,University of Kentucky,2020,18203,0.6636,22500.0,59025.0,0.9636,1223.0,26.0,12484,31294,0.2229,0.3946,0.8592
157085,University of Kentucky,2021,18268,0.6815,NA,NA,0.9401,1232.0,26.0,12610,31608,0.2124,0.3644,0.8573
157085,University of Kentucky,2022,16328,0.6877,NA,NA,0.9489,1189.0,NA,12859,32276,0.2118,0.3553,0.8454
157085,University of Kentucky,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157085,University of Kentucky,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157289,University of Louisville,2012,12871,0.521,18498.0,38500.0,0.7271,1124.0,25.0,9662,23146,0.3115,0.4427,0.7706
157289,University of Louisville,2013,13834,0.5343,19751.0,40300.0,0.7112,1142.0,25.0,9946,23834,0.2999,0.4323,0.7788
157289,University of Louisville,2014,14370,0.5353,20000.0,41800.0,0.7386,1144.0,25.0,10432,24320,0.2925,0.4158,0.8057
157289,University of Louisville,2015,15782,0.5285,19500.0,NA,0.7169,1159.0,26.0,10744,25050,0.2894,0.4091,0.7936
157289,University of Louisville,2016,15968,0.5269,19755.0,NA,0.7257,1165.0,26.0,11264,26286,0.283,0.3981,0.7967
157289,University of Louisville,2017,16721,0.5441,20534.0,NA,0.753,1211.0,25.0,11264,26286,0.2699,0.3961,0.8069
157289,University of Louisville,2018,16692,0.5654,20500.0,NA,0.7243,1227.0,26.0,11656,27278,0.287,0.3944,0.8027
157289,University of Louisville,2019,16867,0.5861,20281.0,NA,0.6928,1226.0,26.0,11928,27954,0.2933,0.3812,0.8011
157289,University of Louisville,2020,16828,0.6034,20500.0,53899.0,0.6512,1198.0,25.0,12162,28508,0.289,0.3653,0.8094
157289,University of Louisville,2021,17744,0.6248,NA,NA,0.7469,1182.0,24.0,12370,28716,0.2773,0.3236,0.7666
157289,University of Louisville,2022,18277,0.6216,NA,NA,0.8154,1153.0,NA,12520,28866,0.2914,0.3044,0.7827
157289,University of Louisville,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157289,University of Louisville,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159391,Louisiana State University and Agricultural & Mechanical College,2012,10149,0.6669,17750.0,45800.0,0.7956,1162.0,26.0,6989,22265,0.2012,0.3376,0.83
159391,Louisiana State University and Agricultural & Mechanical College,2013,11610,0.6914,19162.0,47600.0,0.7623,1162.0,26.0,7873,25790,0.1978,0.3532,0.8249
159391,Louisiana State University and Agricultural & Mechanical College,2014,11958,0.6739,19500.0,50100.0,0.7663,1161.0,26.0,8750,26467,0.2013,0.3486,0.8463
159391,Louisiana State University and Agricultural & Mechanical College,2015,11355,0.6727,20682.0,NA,0.7734,1163.0,26.0,9714,26877,0.2028,0.2969,0.8479
159391,Louisiana State University and Agricultural & Mechanical College,2016,13624,0.6798,20999.5,NA,0.7639,1162.0,26.0,10814,27491,0.2052,0.3666,0.8279
159391,Louisiana State University and Agricultural & Mechanical College,2017,18181,0.6665,20250.0,NA,0.7392,1226.0,26.0,11374,28051,0.2031,0.3929,0.8295
159391,Louisiana State University and Agricultural & Mechanical College,2018,15428,0.6657,20500.0,NA,0.7423,1242.0,26.0,11950,28627,0.2037,0.3141,0.8382
159391,Louisiana State University and Agricultural & Mechanical College,2019,15465,0.6812,20500.0,NA,0.7458,1242.0,26.0,11962,28639,0.2241,0.3242,0.8317
159391,Louisiana State University and Agricultural & Mechanical College,2020,17811,0.6956,20500.0,61251.0,0.7338,1229.0,26.0,11962,28639,0.2387,0.3072,0.8595
159391,Louisiana State University and Agricultural & Mechanical College,2021,18300,0.6899,NA,NA,0.7086,1247.0,26.0,11958,28635,0.2421,0.2753,0.8364
159391,Louisiana State University and Agricultural & Mechanical College,2022,18761,0.6985,NA,NA,0.7572,1221.0,NA,11954,28631,0.2482,0.2646,0.8357
159391,Louisiana State University and Agricultural & Mechanical College,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159391,Louisiana State University and Agricultural & Mechanical College,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160612,Southeastern Louisiana University,2012,9125,0.343,18300.0,34800.0,0.4563,1010.0,22.0,5242,16101,0.3671,0.4351,0.6708
160612,Southeastern Louisiana University,2013,9493,0.3582,19288.0,36000.0,0.448,1030.0,22.0,5715,17734,0.3334,0.3998,0.6328
160612,Southeastern Louisiana University,2014,10022,0.3724,20500.0,37200.0,0.8373,1030.0,22.0,6547,19111,0.3652,0.4231,0.6209
160612,Southeastern Louisiana University,2015,10254,0.378,20946.0,NA,0.8795,1030.0,22.0,7280,19758,0.3355,0.3891,0.6437
160612,Southeastern Louisiana University,2016,11222,0.3985,21000.0,NA,0.873,1010.0,22.0,7773,20251,0.326,0.3891,0.6248
160612,Southeastern Louisiana University,2017,12739,0.4135,21986.0,NA,0.8834,1085.0,22.0,8153,20631,0.3342,0.4207,0.6601
160612,Southeastern Louisiana University,2018,11910,0.3959,21745.0,NA,0.8963,1105.0,22.0,8165,20643,0.3568,0.4277,0.6739
160612,Southeastern Louisiana University,2019,12171,0.3941,21500.0,NA,0.9021,1105.0,22.0,8329,20807,0.3639,0.4242,0.6823
160612,Southeastern Louisiana University,2020,12336,0.4013,22113.0,46482.0,0.9737,1105.0,22.0,8289,20767,0.3692,0.4199,0.721
160612,Southeastern Louisiana University,2021,13269,0.3762,NA,NA,0.9894,NA,NA,8289,20767,0.3549,0.3755,0.6433
160612,Southeastern Louisiana University,2022,12387,0.4377,NA,NA,0.9898,1090.0,NA,8373,20851,0.3444,0.3363,0.7056
160612,Southeastern Louisiana University,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160612,Southeastern Louisiana University,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160658,University of Louisiana at Lafayette,2012,5699,0.4391,18550.0,37300.0,0.6036,1068.0,23.0,5374,14344,0.3491,0.3698,0.7357
160658,University of Louisiana at Lafayette,2013,8478,0.4482,19250.0,38300.0,0.593,1070.0,23.0,6192,15742,0.3405,0.3735,0.7426
160658,University of Louisiana at Lafayette,2014,8588,0.4836,19625.0,39900.0,0.558,1070.0,23.0,6872,19272,0.331,0.3072,0.763
160658,University of Louisiana at Lafayette,2015,9459,0.4548,19275.0,NA,0.5527,1069.0,23.0,8256,21984,0.3203,0.3545,0.7617
160658,University of Louisiana at Lafayette,2016,10617,0.4547,20000.0,NA,0.511,1089.0,24.0,9450,23178,0.3185,0.3783,0.7466
160658,University of Louisiana at Lafayette,2017,12768,0.4412,20750.0,NA,0.5087,1162.0,24.0,9888,23616,0.3312,0.4694,0.7491
160658,University of Louisiana at Lafayette,2018,11228,0.4821,21426.0,NA,0.5599,1202.0,25.0,9912,23640,0.3365,0.4582,0.7482
160658,University of Louisiana at Lafayette,2019,12487,0.5146,22000.0,NA,0.6791,1169.0,24.0,10382,24110,0.3399,0.46,0.759
160658,University of Louisiana at Lafayette,2020,13094,0.5117,22902.0,47089.0,0.6728,1148.0,23.0,10358,24086,0.3471,0.4529,0.7943
160658,University of Louisiana at Lafayette,2021,12642,0.5013,NA,NA,0.7835,1105.0,22.0,10346,24074,0.3379,0.425,0.7476
160658,University of Louisiana at Lafayette,2022,13851,0.5115,NA,NA,0.8922,NA,NA,10382,24110,0.3678,0.4125,0.7002
160658,University of Louisiana at Lafayette,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160658,University of Louisiana at Lafayette,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160977,Bates College,2012,22481,0.8839,19000.0,51600.0,0.266,NA,NA,44300,44300,0.1227,0.2764,0.9521
160977,Bates College,2013,24936,0.9299,16950.0,55700.0,0.2417,NA,NA,45650,45650,0.1112,0.255,0.9163
160977,Bates College,2014,24944,0.8848,16167.5,59200.0,0.2542,NA,NA,47030,47030,0.1167,0.2859,0.946
160977,Bates College,2015,25977,0.8763,14450.0,NA,0.2178,NA,NA,48435,48435,0.1055,0.2826,0.947
160977,Bates College,2016,25100,0.8768,14117.0,NA,0.2265,NA,NA,50310,50310,0.1032,0.2734,0.9535
160977,Bates College,2017,25192,0.924,12725.0,NA,0.2193,NA,NA,52042,52042,0.1079,0.241,0.9498
160977,Bates College,2018,26477,0.8924,13625.0,NA,0.1779,NA,NA,53794,53794,0.1074,0.221,0.9412
160977,Bates College,2019,29321,0.908,13978.0,NA,0.1214,NA,NA,55683,55683,0.1114,0.2091,0.9429
160977,Bates College,2020,26392,0.9246,14275.0,69498.0,0.141,NA,NA,57353,57353,0.1121,0.1808,0.8976
160977,Bates College,2021,26560,0.9167,NA,NA,0.1731,NA,NA,59062,59062,0.0938,0.1434,0.9163
160977,Bates College,2022,29341,0.9256,NA,NA,0.1374,1480.0,NA,61066,61066,0.0999,0.1345,0.9313
160977,Bates College,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160977,Bates College,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161253,University of Maine,2012,16712,0.5927,25000.0,39200.0,0.7771,1069.0,24.0,10594,27454,0.3381,0.6467,0.7625
161253,University of Maine,2013,16831,0.5556,26000.0,40800.0,0.8106,1085.0,24.0,10600,27970,0.3718,0.6405,0.8066
161253,University of Maine,2014,16731,0.5966,26000.0,42500.0,0.8257,1078.0,24.0,10606,28486,0.3345,0.6293,0.7683
161253,University of Maine,2015,15955,0.5532,26000.0,NA,0.9121,1090.0,25.0,10610,28880,0.3297,0.6323,0.7615
161253,University of Maine,2016,15895,0.5867,26000.0,NA,0.8975,1073.0,24.0,10628,29498,0.3247,0.6151,0.757
161253,University of Maine,2017,17074,0.5758,25500.0,NA,0.9226,1157.0,25.0,10902,30282,0.301,0.6067,0.7509
161253,University of Maine,2018,16388,0.5981,25500.0,NA,0.9234,1156.0,25.0,11170,30970,0.3104,0.5991,0.7786
161253,University of Maine,2019,17558,0.5668,25127.0,NA,0.9024,1159.0,24.0,11438,31748,0.2907,0.5716,0.739
161253,University of Maine,2020,16033,0.5646,25000.0,48653.0,0.9221,NA,NA,11744,32534,0.2639,0.5494,0.7799
161253,University of Maine,2021,17067,0.5679,NA,NA,0.9646,1180.0,26.0,11986,33586,0.2409,0.4614,0.7556
161253,University of Maine,2022,17175,0.5527,NA,NA,0.9396,1202.0,NA,12136,33736,0.2427,0.4558,0.7509
161253,University of Maine,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161253,University of Maine,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161554,University of Southern Maine,2012,19418,0.3041,21750.5,37200.0,0.7997,1005.0,22.0,7776,18488,0.3634,0.5898,0.6439
161554,University of Southern Maine,2013,17300,0.3356,22375.0,37900.0,0.828,1003.0,23.0,8920,21280,0.3636,0.5807,0.6695
161554,University of Southern Maine,2014,17048,0.3239,22359.0,38700.0,0.8395,998.0,22.0,7796,18508,0.3586,0.5564,0.6522
161554,University of Southern Maine,2015,16528,0.3333,22145.0,NA,0.8777,984.0,22.0,7796,18508,0.3672,0.5435,0.6352
161554,University of Southern Maine,2016,14994,0.3381,21505.0,NA,0.8025,984.0,22.0,7796,18508,0.3707,0.5186,0.6254
161554,University of Southern Maine,2017,11582,0.3293,21322.0,NA,0.8348,1059.0,22.0,8638,20594,0.3551,0.4886,0.6832
161554,University of Southern Maine,2018,12180,0.3946,20500.0,NA,0.8543,1050.0,22.0,8918,21294,0.366,0.4786,0.699
161554,University of Southern Maine,2019,12339,0.4016,19060.0,NA,0.809,1058.0,23.0,9226,22050,0.3383,0.4388,0.6892
161554,University of Southern Maine,2020,12055,0.3605,19060.0,49958.0,0.8793,1062.0,23.0,9528,22996,0.3106,0.3996,0.6966
161554,University of Southern Maine,2021,9472,0.3449,NA,NA,0.8699,1112.0,22.0,9904,23904,0.2986,0.367,0.6456
161554,University of Southern Maine,2022,12137,0.4172,NA,NA,0.8543,1109.0,NA,10120,24736,0.2799,0.3366,0.6736
161554,University of Southern Maine,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161554,University of Southern Maine,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163268,University of Maryland-Baltimore County,2012,13637,0.6054,20453.0,53700.0,0.6035,1222.0,27.0,9764,20825,0.2775,0.4252,0.8489
163268,University of Maryland-Baltimore County,2013,18539,0.6458,20750.5,54100.0,0.6315,1209.0,27.0,10068,21642,0.2695,0.4251,0.8733
163268,University of Maryland-Baltimore County,2014,17657,0.6109,21238.5,55000.0,0.5961,1213.0,27.0,10384,22682,0.2742,0.419,0.8905
163268,University of Maryland-Baltimore County,2015,18827,0.6327,20500.0,NA,0.5942,1209.0,27.0,11006,23770,0.2766,0.4174,0.8632
163268,University of Maryland-Baltimore County,2016,19937,0.6442,20906.0,NA,0.5683,1216.0,27.0,11264,24492,0.2797,0.4041,0.8717
163268,University of Maryland-Baltimore County,2017,20539,0.6342,21000.0,NA,0.6021,1255.0,27.0,11518,25654,0.2847,0.4053,0.8833
163268,University of Maryland-Baltimore County,2018,18706,0.6839,19875.0,NA,0.5794,1274.0,27.0,11778,26872,0.2986,0.3749,0.8715
163268,University of Maryland-Baltimore County,2019,19082,0.71,19500.0,NA,0.6103,1270.0,27.0,12028,27662,0.2904,0.3599,0.8723
163268,University of Maryland-Baltimore County,2020,19460,0.7028,19500.0,69960.0,0.6948,1255.0,27.0,9420,25054,0.2863,0.3472,0.87
163268,University of Maryland-Baltimore County,2021,9262,0.7095,NA,NA,0.812,1312.0,28.0,12280,28470,0.2841,0.2849,0.8698
163268,University of Maryland-Baltimore County,2022,19319,0.7034,NA,NA,0.8055,1295.0,NA,12606,29370,0.2968,0.2912,0.859
163268,University of Maryland-Baltimore County,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163268,University of Maryland-Baltimore County,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163286,University of Maryland-College Park,2012,16310,0.8202,17750.0,60500.0,0.4694,1300.0,NA,8908,27287,0.1886,0.3615,0.9371
163286,University of Maryland-College Park,2013,16217,0.8406,19000.0,61700.0,0.4699,1310.0,NA,9162,28348,0.1907,0.3581,0.9468
163286,University of Maryland-College Park,2014,15817,0.8475,19500.0,62900.0,0.4793,1315.0,NA,9427,29720,0.1964,0.3501,0.9571
163286,University of Maryland-College Park,2015,15634,0.8635,19500.0,NA,0.4488,1315.0,NA,9996,31144,0.1941,0.344,0.954
163286,University of Maryland-College Park,2016,16928,0.8641,19500.0,NA,0.4806,1337.0,31.0,10181,32045,0.1875,0.3398,0.9472
163286,University of Maryland-College Park,2017,18517,0.8529,19000.0,NA,0.445,1396.0,31.0,10399,33606,0.1863,0.3275,0.9552
163286,University of Maryland-College Park,2018,18457,0.8618,19500.0,NA,0.4716,1390.0,31.0,10595,35216,0.1915,0.3181,0.9524
