id,school,year,netPrice,graduationRate,medianDebt,medianEarnings,admissionRate,satAverage,actMidpoint,tuitionInState,tuitionOutOfState,pellGrantRate,federalLoanRate,retentionRate
100663,University of Alabama at Birmingham,2012,15123,0.4815,18750.0,39700.0,0.7223,1107.0,24.0,6798,15462,0.368,0.5529,0.7991
100663,University of Alabama at Birmingham,2013,14805,0.5377,20345.5,40200.0,0.8673,1146.0,25.0,7206,16398,0.3505,0.5397,0.8016
100663,University of Alabama at Birmingham,2014,14789,0.5554,20750.0,41200.0,0.8569,1107.0,24.0,7510,17062,0.346,0.5214,0.8288
100663,University of Alabama at Birmingham,2015,16023,0.5462,20926.5,NA,0.6043,1147.0,25.0,7766,17654,0.3505,0.5218,0.7864
100663,University of Alabama at Birmingham,2016,16475,0.5309,21833.0,NA,0.5814,1125.0,25.0,8040,18368,0.3525,0.5179,0.8161
100663,University of Alabama at Birmingham,2017,17535,0.5292,22500.0,NA,0.9181,1195.0,25.0,8328,19032,0.3532,0.5207,0.8436
100663,University of Alabama at Birmingham,2018,17005,0.5829,22500.0,NA,0.9211,1220.0,25.0,8568,19704,0.3632,0.5127,0.8186
100663,University of Alabama at Birmingham,2019,16953,0.634,22250.0,NA,0.7366,1234.0,26.0,8568,20400,0.3512,0.4798,0.831
100663,University of Alabama at Birmingham,2020,16530,0.6122,22300.0,54501.0,0.806,1245.0,26.0,8568,20400,0.3397,0.4688,0.864
100663,University of Alabama at Birmingham,2021,16585,0.6245,NA,NA,0.8854,1266.0,27.0,8568,20400,0.3253,0.4401,0.8392
100663,University of Alabama at Birmingham,2022,16755,0.6442,NA,NA,0.8668,1291.0,NA,8832,21216,0.3308,0.4132,0.8243
100663,University of Alabama at Birmingham,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100663,University of Alabama at Birmingham,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100751,The University of Alabama,2012,18526,0.6655,22500.0,41900.0,0.5308,1172.0,26.0,9200,22950,0.2247,0.4231,0.8537
100751,The University of Alabama,2013,21513,0.6665,22910.0,42700.0,0.5655,1171.0,26.0,9450,23950,0.2107,0.4148,0.87
100751,The University of Alabama,2014,20787,0.6566,23250.0,44500.0,0.5105,1185.0,27.0,9826,24950,0.204,0.401,0.867
100751,The University of Alabama,2015,20575,0.6709,23575.0,NA,0.5359,1181.0,27.0,10170,25950,0.2009,0.4059,0.8647
100751,The University of Alabama,2016,21676,0.6871,23290.0,NA,0.5259,1202.0,27.0,10470,26950,0.1938,0.4007,0.8627
100751,The University of Alabama,2017,21973,0.6787,23250.0,NA,0.533,1278.0,28.0,10780,28100,0.18,0.3878,0.8709
100751,The University of Alabama,2018,22232,0.7188,23250.0,NA,0.5906,1252.0,27.0,10780,29230,0.1796,0.3847,0.8788
100751,The University of Alabama,2019,22597,0.711,23072.0,NA,0.8268,1261.0,27.0,10780,30250,0.1772,0.3802,0.8693
100751,The University of Alabama,2020,20917,0.7214,22750.0,59221.0,0.8039,1262.0,27.0,11620,31090,0.1718,0.3644,0.8723
100751,The University of Alabama,2021,21534,0.7223,NA,NA,0.789,1244.0,26.0,11620,31090,0.1712,0.3454,0.8855
100751,The University of Alabama,2022,20888,0.7276,NA,NA,0.8006,1304.0,NA,11940,32300,0.1788,0.3388,0.8668
100751,The University of Alabama,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100751,The University of Alabama,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100858,Auburn University,2012,16284,0.6827,21139.0,45700.0,0.7723,1217.0,27.0,9446,25190,0.1754,0.3714,0.9001
100858,Auburn University,2013,17541,0.6792,21500.0,47100.0,0.8274,1215.0,27.0,9852,26364,0.1687,0.361,0.8946
100858,Auburn University,2014,18644,0.7086,21500.0,48800.0,0.8347,1215.0,27.0,10200,27384,0.161,0.3494,0.9052
100858,Auburn University,2015,22183,0.7292,21500.0,NA,0.7766,1218.0,27.0,10424,28040,0.1631,0.347,0.898
100858,Auburn University,2016,22881,0.7501,21500.0,NA,0.8054,1217.0,27.0,10696,28840,0.1532,0.3279,0.9101
100858,Auburn University,2017,23416,0.7658,21000.0,NA,0.8393,1282.0,27.0,10968,29640,0.1489,0.3198,0.9152
100858,Auburn University,2018,23696,0.7812,21281.0,NA,0.7543,1289.0,28.0,11276,30524,0.1537,0.3169,0.8999
100858,Auburn University,2019,24104,0.7911,21500.0,NA,0.8067,1300.0,28.0,11492,31124,0.1455,0.3052,0.9136
100858,Auburn University,2020,24018,0.787,21000.0,65337.0,0.8507,1302.0,28.0,11796,31956,0.1343,0.298,0.9197
100858,Auburn University,2021,23258,0.8088,NA,NA,0.7118,NA,NA,11826,31986,0.1301,0.2869,0.9289
100858,Auburn University,2022,24297,0.8075,NA,NA,0.436,1292.0,NA,12176,32960,0.1254,0.2787,0.9202
100858,Auburn University,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100858,Auburn University,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104151,Arizona State University Campus Immersion,2012,12366,0.5683,18250.0,45100.0,0.8891,1105.0,24.0,9724,22977,0.4065,0.5306,0.7995
104151,Arizona State University Campus Immersion,2013,11480,0.5947,19060.0,45400.0,0.8023,1145.0,25.0,9861,23654,0.3376,0.4784,0.844
104151,Arizona State University Campus Immersion,2014,10858,0.6343,19874.0,47700.0,0.8433,1145.0,25.0,10157,24503,0.3192,0.4527,0.8609
104151,Arizona State University Campus Immersion,2015,11337,0.6553,20086.0,NA,0.8291,1158.0,26.0,10158,25458,0.3138,0.4317,0.8619
104151,Arizona State University Campus Immersion,2016,11572,0.6736,20000.0,NA,0.825,1147.0,25.0,10370,26470,0.3007,0.4095,0.8588
104151,Arizona State University Campus Immersion,2017,11163,0.6335,20349.0,NA,0.8415,1235.0,26.0,10792,27372,0.2928,0.3875,0.8659
104151,Arizona State University Campus Immersion,2018,11644,0.6904,20278.0,NA,0.8478,1240.0,26.0,10822,28336,0.3026,0.3652,0.8765
104151,Arizona State University Campus Immersion,2019,11706,0.6349,20000.0,NA,0.8647,1230.0,25.0,11338,29428,0.293,0.3392,0.8844
104151,Arizona State University Campus Immersion,2020,13107,0.6601,19500.0,62668.0,0.8837,1207.0,25.0,11338,29428,0.3315,0.3477,0.862
104151,Arizona State University Campus Immersion,2021,12814,0.6602,NA,NA,0.8819,NA,NA,11348,29438,0.3276,0.3051,0.86
104151,Arizona State University Campus Immersion,2022,12817,0.669,NA,NA,0.8975,NA,NA,11618,30592,0.3124,0.2831,0.8536
104151,Arizona State University Campus Immersion,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104151,Arizona State University Campus Immersion,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104179,University of Arizona,2012,13583,0.6128,17209.5,44000.0,0.7139,1099.0,24.0,10035,26231,0.336,0.4132,0.8015
104179,University of Arizona,2013,13617,0.6139,17750.0,45800.0,0.7692,1106.0,24.0,10391,27383,0.3265,0.3962,0.8148
104179,University of Arizona,2014,15215,0.6026,18750.0,47300.0,0.7462,NA,NA,10957,29421,0.3349,0.4055,0.8189
104179,University of Arizona,2015,16099,0.6085,18750.0,NA,0.7643,NA,NA,11403,32630,0.3174,0.4078,0.8039
104179,University of Arizona,2016,16150,0.5992,19000.0,NA,0.7862,NA,NA,11769,34967,0.3056,0.3986,0.8048
104179,University of Arizona,2017,14821,0.6349,20000.0,NA,0.8358,NA,NA,11877,35307,0.2935,0.392,0.8332
104179,University of Arizona,2018,14553,0.6448,20171.0,NA,0.8442,1198.0,25.0,12467,36366,0.2896,0.3749,0.8124
104179,University of Arizona,2019,15016,0.6471,20137.0,NA,0.8459,1228.0,25.0,12711,36718,0.2888,0.3558,0.8321
104179,University of Arizona,2020,13358,0.6489,19620.0,59979.0,0.8513,1220.0,25.0,12716,36743,0.2875,0.3328,0.8547
104179,University of Arizona,2021,15601,0.6434,NA,NA,0.8727,1230.0,25.0,12736,37258,0.2868,0.2882,0.8403
104179,University of Arizona,2022,14721,0.6793,NA,NA,0.8676,1229.0,NA,13275,39577,0.2781,0.2757,0.8564
104179,University of Arizona,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104179,University of Arizona,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104717,Grand Canyon University,2012,17680,0.3134,18750.0,44500.0,0.3237,NA,NA,17000,17000,0.53,0.6258,0.6499
104717,Grand Canyon University,2013,28309,0.3036,18750.0,49200.0,0.548,NA,NA,17000,17000,0.5262,0.6248,0.5878
104717,Grand Canyon University,2014,28039,0.2788,18750.0,52700.0,0.5757,NA,NA,17050,17050,0.5055,0.6189,0.6236
104717,Grand Canyon University,2015,19797,0.3363,18750.0,NA,0.432,NA,NA,17050,17050,0.4773,0.6406,0.6744
104717,Grand Canyon University,2016,20923,0.4277,18750.0,NA,0.5694,NA,NA,17050,17050,0.4575,0.5967,0.6575
104717,Grand Canyon University,2017,20570,0.4075,20168.0,NA,0.6692,NA,NA,17050,17050,0.445,0.5831,0.6564
104717,Grand Canyon University,2018,21197,0.368,21073.0,NA,0.732,NA,NA,17050,17050,0.4618,0.5942,0.6369
104717,Grand Canyon University,2019,21020,0.4079,21557.0,NA,0.7694,NA,NA,17800,17800,0.4545,0.5847,0.6539
104717,Grand Canyon University,2020,20585,0.4657,22114.0,42186.0,0.8069,NA,NA,17800,17800,0.4456,0.5756,0.7355
104717,Grand Canyon University,2021,21176,0.4474,NA,NA,0.8284,NA,NA,17800,17800,0.4311,0.5497,0.7059
104717,Grand Canyon University,2022,21798,0.4505,NA,NA,0.7787,NA,NA,17800,17800,0.4254,0.527,0.702
104717,Grand Canyon University,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104717,Grand Canyon University,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106397,University of Arkansas,2012,11704,0.6035,20500.0,43400.0,0.6347,1157.0,26.0,7554,18434,0.2543,0.4159,0.8122
106397,University of Arkansas,2013,11861,0.601,20750.0,43100.0,0.5858,1156.0,26.0,7818,19074,0.2427,0.4084,0.821
106397,University of Arkansas,2014,14143,0.6228,21250.0,44900.0,0.6204,1155.0,26.0,8210,20300,0.2359,0.4026,0.8284
106397,University of Arkansas,2015,14546,0.6249,21500.0,NA,0.6006,1154.0,26.0,8522,21826,0.2295,0.3998,0.8212
106397,University of Arkansas,2016,15648,0.6447,21500.0,NA,0.632,1170.0,26.0,8820,23168,0.217,0.3905,0.8244
106397,University of Arkansas,2017,16069,0.6152,21500.0,NA,0.6596,1239.0,26.0,9062,24308,0.2043,0.3866,0.8221
106397,University of Arkansas,2018,15642,0.6553,21500.0,NA,0.7747,1238.0,26.0,9130,25168,0.1998,0.3739,0.838
106397,University of Arkansas,2019,16381,0.6621,21500.0,NA,0.7709,1253.0,27.0,9384,25872,0.1938,0.3672,0.842
106397,University of Arkansas,2020,16507,0.685,21500.0,58191.0,0.7767,1236.0,26.0,9384,25872,0.1858,0.3602,0.8471
106397,University of Arkansas,2021,14998,0.6968,NA,NA,0.8267,1188.0,25.0,9574,26390,0.1795,0.3377,0.8708
106397,University of Arkansas,2022,16050,0.6925,NA,NA,0.7893,1167.0,NA,9656,27410,0.1822,0.3397,0.8558
106397,University of Arkansas,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106397,University of Arkansas,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106458,Arkansas State University,2012,9187,0.3954,16500.0,31700.0,0.7056,1049.0,23.0,7180,12610,0.4756,0.5285,0.7041
106458,Arkansas State University,2013,9475,0.3698,17250.0,31700.0,0.7551,1088.0,24.0,7510,13120,0.4618,0.5289,0.7312
106458,Arkansas State University,2014,11752,0.393,18000.0,32200.0,0.7239,1088.0,24.0,7720,13480,0.4522,0.5342,0.7454
106458,Arkansas State University,2015,12152,0.4012,18870.0,NA,0.7024,1088.0,24.0,8050,14050,0.4565,0.5406,0.7601
106458,Arkansas State University,2016,12418,0.4545,19500.0,NA,0.704,1090.0,24.0,8200,14260,0.4412,0.5281,0.75
106458,Arkansas State University,2017,13828,0.475,21000.0,NA,0.6602,1165.0,24.0,8478,14778,0.412,0.5217,0.7284
106458,Arkansas State University,2018,13605,0.4822,21250.0,NA,0.7721,1189.0,24.0,8607,15297,0.4117,0.5104,0.765
106458,Arkansas State University,2019,13406,0.5302,21000.0,NA,0.7991,1188.0,24.0,8900,15860,0.399,0.4999,0.7525
106458,Arkansas State University,2020,14189,0.5301,20500.0,42617.0,0.6719,1149.0,23.0,7315,12883,0.3889,0.4877,0.7905
106458,Arkansas State University,2021,13430,0.5384,NA,NA,0.6329,1149.0,23.0,7130,12698,0.367,0.4526,0.7473
106458,Arkansas State University,2022,11857,0.5281,NA,NA,0.6951,1119.0,NA,7456,13312,0.3602,0.4242,0.7756
106458,Arkansas State University,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106458,Arkansas State University,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106704,University of Central Arkansas,2012,10415,0.4082,19478.0,36500.0,0.9291,1070.0,23.0,7333,12830,0.3917,0.4922,0.7015
106704,University of Central Arkansas,2013,9693,0.4203,19818.5,36900.0,0.8997,1070.0,23.0,7595,13340,0.3937,0.492,0.6977
106704,University of Central Arkansas,2014,11087,0.4467,20250.0,38300.0,0.9426,1049.0,23.0,7889,13806,0.4101,0.5125,0.6991
106704,University of Central Arkansas,2015,13063,0.4495,20737.5,NA,0.9218,1068.0,23.0,7889,13806,0.4138,0.5169,0.7242
106704,University of Central Arkansas,2016,13231,0.4168,20900.5,NA,0.8978,1082.0,24.0,8224,14447,0.4148,0.5051,0.7281
106704,University of Central Arkansas,2017,14375,0.4124,21500.0,NA,0.8995,1175.0,24.0,8524,15047,0.397,0.4794,0.7215
106704,University of Central Arkansas,2018,14723,0.4113,21500.0,NA,0.911,1186.0,24.0,8752,15275,0.4298,0.5234,0.7405
106704,University of Central Arkansas,2019,15376,0.4341,21000.0,NA,0.9042,1187.0,24.0,9188,15998,0.3945,0.4714,0.7474
106704,University of Central Arkansas,2020,16554,0.4573,20346.0,45938.0,0.9378,1166.0,24.0,9338,16148,0.3777,0.4562,0.7884
106704,University of Central Arkansas,2021,14735,0.494,NA,NA,0.9237,1133.0,23.0,9563,16433,0.3658,0.432,0.7071
106704,University of Central Arkansas,2022,15889,0.5008,NA,NA,0.9121,1118.0,NA,9778,16728,0.3633,0.4138,0.7413
106704,University of Central Arkansas,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106704,University of Central Arkansas,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110565,California State University-Fullerton,2012,9186,0.5115,13356.0,45000.0,0.4669,1014.0,22.0,6195,17853,0.3975,0.3214,0.8824
110565,California State University-Fullerton,2013,9034,0.5347,13750.0,44500.0,0.4579,1021.0,22.0,6186,17346,0.4061,0.3327,0.8853
110565,California State University-Fullerton,2014,7237,0.5572,14605.0,47200.0,0.4447,1021.0,22.0,6315,17475,0.443,0.3308,0.8856
110565,California State University-Fullerton,2015,7454,0.6192,15000.0,NA,0.4186,1024.0,22.0,6437,17597,0.4429,0.306,0.8812
110565,California State University-Fullerton,2016,8311,0.6226,14804.0,NA,0.4823,1017.0,22.0,6560,17720,0.4627,0.3006,0.8866
110565,California State University-Fullerton,2017,8737,0.6624,15000.0,NA,0.4572,1096.0,22.0,6850,18730,0.4689,0.3012,0.8683
110565,California State University-Fullerton,2018,8234,0.6775,14751.0,NA,0.4341,1124.0,22.0,6886,18766,0.4981,0.285,0.8813
110565,California State University-Fullerton,2019,7991,0.6897,14000.0,NA,0.5269,1113.0,22.0,6924,18804,0.4855,0.2631,0.8871
110565,California State University-Fullerton,2020,8003,0.6868,13750.0,62951.0,0.6762,1085.0,21.0,6953,18833,0.4838,0.2515,0.8894
110565,California State University-Fullerton,2021,4211,0.7147,NA,NA,0.5943,NA,NA,6976,18856,0.4704,0.1913,0.8681
110565,California State University-Fullerton,2022,7485,0.693,NA,NA,0.6672,NA,NA,7007,18887,0.4787,0.1997,0.8551
110565,California State University-Fullerton,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110565,California State University-Fullerton,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110583,California State University-Long Beach,2012,10181,0.5692,14437.0,46500.0,0.3038,1021.0,22.0,6052,17710,0.4488,0.3843,0.8764
110583,California State University-Long Beach,2013,9699,0.6033,15000.0,47100.0,0.3082,1012.0,21.0,6240,17400,0.4733,0.393,0.8876
110583,California State University-Long Beach,2014,9389,0.6517,15000.0,48100.0,0.3546,1054.0,23.0,6452,17612,0.4974,0.3907,0.899
110583,California State University-Long Beach,2015,9163,0.6703,15000.0,NA,0.3382,1056.0,23.0,6452,17612,0.5049,0.379,0.8933
110583,California State University-Long Beach,2016,9733,0.6864,15000.0,NA,0.3189,1052.0,23.0,6460,17620,0.515,0.3695,0.8984
110583,California State University-Long Beach,2017,9423,0.6874,15000.0,NA,0.2799,1130.0,23.0,6730,18610,0.508,0.346,0.8822
110583,California State University-Long Beach,2018,8982,0.6937,15000.0,NA,0.3121,1146.0,23.0,6798,18678,0.5256,0.323,0.8717
110583,California State University-Long Beach,2019,9622,0.7351,14882.0,NA,0.3927,1146.0,23.0,6834,18714,0.518,0.3005,0.871
110583,California State University-Long Beach,2020,10054,0.7333,14289.0,64403.0,0.4212,1133.0,23.0,6834,18714,0.5138,0.2831,0.8889
110583,California State University-Long Beach,2021,8338,0.7547,NA,NA,0.4685,NA,NA,6846,18726,0.5058,0.2307,0.8729
110583,California State University-Long Beach,2022,8721,0.7265,NA,NA,0.3995,NA,NA,6884,18764,0.4965,0.2273,0.8544
110583,California State University-Long Beach,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110583,California State University-Long Beach,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122409,San Diego State University,2012,11901,0.6603,14998.0,47400.0,0.3288,1087.0,24.0,6578,18236,0.3863,0.3874,0.8927
122409,San Diego State University,2013,11724,0.6616,15290.5,48300.0,0.3121,1090.0,24.0,6766,17926,0.3956,0.3828,0.8775
122409,San Diego State University,2014,12567,0.6599,15643.0,51000.0,0.3448,1115.0,25.0,6866,18026,0.3978,0.3683,0.8779
122409,San Diego State University,2015,13475,0.6806,15250.0,NA,0.3441,1130.0,25.0,6976,18136,0.3764,0.3375,0.8872
122409,San Diego State University,2016,14585,0.7331,15000.0,NA,0.3464,1132.0,26.0,7084,18244,0.3644,0.318,0.888
122409,San Diego State University,2017,14030,0.7424,15340.0,NA,0.3542,1206.0,26.0,7460,19340,0.3444,0.3084,0.8863
122409,San Diego State University,2018,15287,0.7409,15497.0,NA,0.3458,1213.0,25.0,7488,19340,0.3397,0.2827,0.8889
122409,San Diego State University,2019,14788,0.7281,15000.0,NA,0.3413,1221.0,26.0,7510,19390,0.3295,0.2737,0.8904
122409,San Diego State University,2020,13845,0.7596,15000.0,64909.0,0.367,1207.0,26.0,7720,19600,0.3253,0.2551,0.8888
122409,San Diego State University,2021,6488,0.7615,NA,NA,0.379,NA,NA,8136,20016,0.3245,0.1966,0.9008
122409,San Diego State University,2022,12721,0.7801,NA,NA,0.3926,NA,NA,8174,20054,0.3226,0.1916,0.8941
122409,San Diego State University,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122409,San Diego State University,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126614,University of Colorado Boulder,2012,21533,0.68,19000.0,47700.0,0.8357,1169.0,26.0,9482,31378,0.1776,0.345,0.835
126614,University of Colorado Boulder,2013,21849,0.6969,19135.0,48100.0,0.8771,1192.0,27.0,10347,32115,0.1722,0.3298,0.8462
126614,University of Colorado Boulder,2014,21792,0.6982,19500.0,50800.0,0.8416,1207.0,27.0,10789,33151,0.1753,0.3212,0.8381
126614,University of Colorado Boulder,2015,21806,0.715,19154.0,NA,0.7962,1212.0,27.0,11091,34125,0.1723,0.3068,0.8606
126614,University of Colorado Boulder,2016,23127,0.6991,19500.0,NA,0.7662,1229.0,28.0,11531,35079,0.1641,0.2984,0.8585
126614,University of Colorado Boulder,2017,20706,0.6881,19500.0,NA,0.7984,1293.0,28.0,12086,36220,0.159,0.285,0.8657
126614,University of Colorado Boulder,2018,21510,0.7077,19500.0,NA,0.8154,1281.0,28.0,12532,37286,0.1644,0.2792,0.8752
126614,University of Colorado Boulder,2019,21680,0.6906,19500.0,NA,0.7835,1276.0,28.0,12500,38318,0.1601,0.271,0.8681
126614,University of Colorado Boulder,2020,20967,0.7247,19500.0,69738.0,0.842,1268.0,28.0,12466,38284,0.1547,0.2634,0.8498
126614,University of Colorado Boulder,2021,21771,0.7404,NA,NA,0.7958,1292.0,28.0,12496,38314,0.153,0.2472,0.8738
126614,University of Colorado Boulder,2022,20971,0.7474,NA,NA,0.8073,1301.0,NA,13106,40356,0.1435,0.2324,0.8778
126614,University of Colorado Boulder,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126614,University of Colorado Boulder,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126818,Colorado State University-Fort Collins,2012,14519,0.6282,20000.0,44500.0,0.7471,1129.0,25.0,8649,24441,0.2552,0.4826,0.8413
126818,Colorado State University-Fort Collins,2013,15707,0.6383,20500.0,45000.0,0.7743,1127.0,25.0,9313,25166,0.2571,0.4739,0.8591
126818,Colorado State University-Fort Collins,2014,16526,0.6525,20590.0,47100.0,0.8048,1128.0,25.0,9897,26277,0.2489,0.4527,0.8504
126818,Colorado State University-Fort Collins,2015,16777,0.6659,21000.0,NA,0.8082,1145.0,25.0,10558,27267,0.2427,0.4477,0.8653
126818,Colorado State University-Fort Collins,2016,18318,0.6674,20502.0,NA,0.7796,1159.0,26.0,11052,28346,0.2379,0.4481,0.8628
126818,Colorado State University-Fort Collins,2017,18700,0.686,20500.0,NA,0.8262,1212.0,25.0,11395,28903,0.2272,0.4319,0.8178
126818,Colorado State University-Fort Collins,2018,19800,0.7115,20500.0,NA,0.8387,1197.0,26.0,11707,29608,0.2318,0.4215,0.8276
126818,Colorado State University-Fort Collins,2019,18668,0.6962,20500.0,NA,0.8135,1204.0,26.0,11901,30622,0.2322,0.3995,0.8421
126818,Colorado State University-Fort Collins,2020,18679,0.7021,20000.0,60543.0,0.8352,1199.0,26.0,11814,30535,0.2295,0.3818,0.8499
126818,Colorado State University-Fort Collins,2021,19016,0.6912,NA,NA,0.8964,1205.0,26.0,12331,31613,0.2128,0.3386,0.8563
126818,Colorado State University-Fort Collins,2022,18512,0.6662,NA,NA,0.9076,1199.0,NA,12874,32734,0.2124,0.3352,0.8626
126818,Colorado State University-Fort Collins,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126818,Colorado State University-Fort Collins,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127565,Metropolitan State University of Denver,2012,10231,0.2496,22500.0,38400.0,0.6301,971.0,21.0,5341,17022,0.3902,0.5212,0.651
127565,Metropolitan State University of Denver,2013,10586,0.2597,23242.5,38400.0,0.7116,973.0,21.0,5744,17837,0.3851,0.512,0.658
127565,Metropolitan State University of Denver,2014,10378,0.2414,24186.0,40200.0,0.6511,973.0,21.0,6070,18888,0.3778,0.4916,0.625
127565,Metropolitan State University of Denver,2015,9521,0.2506,23922.0,NA,0.6522,971.0,21.0,6420,20057,0.3717,0.4729,0.6986
127565,Metropolitan State University of Denver,2016,13270,0.2687,22877.5,NA,0.6387,951.0,20.0,6930,20096,0.3512,0.4528,0.6466
127565,Metropolitan State University of Denver,2017,13276,0.2829,22015.0,NA,0.6427,1010.0,20.0,7352,20149,0.3453,0.4385,0.6345
127565,Metropolitan State University of Denver,2018,16204,0.2816,21250.0,NA,0.5945,1016.0,20.0,7666,20847,0.3621,0.4247,0.6538
127565,Metropolitan State University of Denver,2019,14257,0.2801,21500.0,NA,0.613,1008.0,20.0,8151,21728,0.3568,0.3919,0.6667
127565,Metropolitan State University of Denver,2020,14313,0.3203,21500.0,52093.0,0.8333,973.0,17.0,8693,23967,0.3506,0.3912,0.6101
127565,Metropolitan State University of Denver,2021,13806,0.2976,NA,NA,0.8882,1037.0,21.0,10021,27502,0.3245,0.3385,0.6283
127565,Metropolitan State University of Denver,2022,15602,0.2898,NA,NA,0.9791,1025.0,NA,10260,28092,0.3323,0.3165,0.628
127565,Metropolitan State University of Denver,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127565,Metropolitan State University of Denver,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128771,Central Connecticut State University,2012,15832,0.5195,21500.0,44300.0,0.6396,1010.0,22.0,8321,19353,0.3153,0.5781,0.7587
128771,Central Connecticut State University,2013,15772,0.5191,21647.0,46000.0,0.6413,1006.0,22.0,8706,20211,0.3335,0.5918,0.7681
128771,Central Connecticut State University,2014,15643,0.5235,22500.0,47900.0,0.6044,1015.0,22.0,8877,20612,0.3464,0.5779,0.8028
128771,Central Connecticut State University,2015,17291,0.5732,22500.0,NA,0.5867,1011.0,22.0,9300,21570,0.3533,0.5742,0.7753
128771,Central Connecticut State University,2016,16576,0.5366,22000.0,NA,0.6001,1000.0,22.0,9741,22602,0.3568,0.5784,0.7765
128771,Central Connecticut State University,2017,17889,0.5209,22455.0,NA,0.6676,1071.0,22.0,10225,22914,0.344,0.5654,0.7645
128771,Central Connecticut State University,2018,16288,0.5136,21995.0,NA,0.6724,1076.0,22.0,10616,23124,0.3762,0.5641,0.7389
128771,Central Connecticut State University,2019,16158,0.5723,22000.0,NA,0.6563,1064.0,20.0,11068,24028,0.3816,0.5444,0.7208
128771,Central Connecticut State University,2020,16723,0.5207,22300.0,58562.0,0.6485,1062.0,22.0,11502,24906,0.3774,0.5245,0.7823
128771,Central Connecticut State University,2021,13434,0.5473,NA,NA,0.7483,1067.0,23.0,11542,24946,0.3649,0.4603,0.7232
128771,Central Connecticut State University,2022,16668,0.5347,NA,NA,0.7671,1061.0,NA,12106,24994,0.3579,0.4864,0.7653
128771,Central Connecticut State University,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128771,Central Connecticut State University,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129020,University of Connecticut,2012,17910,0.8191,20500.0,54000.0,0.4471,1238.0,28.0,11242,29074,0.2103,0.5165,0.9264
129020,University of Connecticut,2013,19431,0.8323,20745.0,55800.0,0.5366,1233.0,28.0,12022,30970,0.2088,0.5013,0.9392
129020,University of Connecticut,2014,20337,0.809,21100.0,58400.0,0.4996,1246.0,28.0,12700,32880,0.2066,0.4978,0.9344
129020,University of Connecticut,2015,20023,0.8309,21500.0,NA,0.5317,1250.0,29.0,13366,34908,0.212,0.4969,0.9195
129020,University of Connecticut,2016,21223,0.8215,21500.0,NA,0.488,1248.0,29.0,14066,35858,0.2052,0.4743,0.9207
129020,University of Connecticut,2017,20681,0.8285,21500.0,NA,0.4784,1313.0,29.0,14880,36948,0.2085,0.4712,0.9363
129020,University of Connecticut,2018,21588,0.8455,22000.0,NA,0.4877,1318.0,29.0,15730,38098,0.2194,0.4539,0.9306
129020,University of Connecticut,2019,22012,0.8444,21500.0,NA,0.4942,1312.0,29.0,17226,39894,0.2226,0.4382,0.9356
129020,University of Connecticut,2020,22974,0.8303,21500.0,73997.0,0.5609,1294.0,30.0,17834,40502,0.2239,0.4279,0.9299
