id,school,year,netPrice,graduationRate,medianDebt,medianEarnings,admissionRate,satAverage,actMidpoint,tuitionInState,tuitionOutOfState,pellGrantRate,federalLoanRate,retentionRate,imputation_bitmask,imputation_bit_order
100663,University of Alabama at Birmingham,2012,15123.0,0.4815,18750.0,39700.0,0.7223,1107.0,24.0,6798.0,15462.0,0.368,0.5529,0.7991,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100663,University of Alabama at Birmingham,2013,14805.0,0.5377,20345.5,40200.0,0.8673,1146.0,25.0,7206.0,16398.0,0.3505,0.5397,0.8016,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100663,University of Alabama at Birmingham,2014,14789.0,0.5554,20750.0,41200.0,0.8569,1107.0,24.0,7510.0,17062.0,0.346,0.5214,0.8288,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100663,University of Alabama at Birmingham,2015,16023.0,0.5462,20926.5,NA,0.6043,1147.0,25.0,7766.0,17654.0,0.3505,0.5218,0.7864,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100663,University of Alabama at Birmingham,2016,16475.0,0.5309,21833.0,NA,0.5814,1125.0,25.0,8040.0,18368.0,0.3525,0.5179,0.8161,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100663,University of Alabama at Birmingham,2017,17535.0,0.5292,22500.0,NA,0.9181,1195.0,25.0,8328.0,19032.0,0.3532,0.5207,0.8436,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100663,University of Alabama at Birmingham,2018,17005.0,0.5829,22500.0,NA,0.9211,1220.0,25.0,8568.0,19704.0,0.3632,0.5127,0.8186,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100663,University of Alabama at Birmingham,2019,16953.0,0.634,22250.0,NA,0.7366,1234.0,26.0,8568.0,20400.0,0.3512,0.4798,0.831,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100663,University of Alabama at Birmingham,2020,16530.0,0.6122,22300.0,54501.0,0.806,1245.0,26.0,8568.0,20400.0,0.3397,0.4688,0.864,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100663,University of Alabama at Birmingham,2021,16585.0,0.6245,NA,NA,0.8854,1266.0,27.0,8568.0,20400.0,0.3253,0.4401,0.8392,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100663,University of Alabama at Birmingham,2022,16755.0,0.6442,NA,NA,0.8668,1291.0,NA,8832.0,21216.0,0.3308,0.4132,0.8243,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100663,University of Alabama at Birmingham,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100663,University of Alabama at Birmingham,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100751,The University of Alabama,2012,18526.0,0.6655,22500.0,41900.0,0.5308,1172.0,26.0,9200.0,22950.0,0.2247,0.4231,0.8537,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100751,The University of Alabama,2013,21513.0,0.6665,22910.0,42700.0,0.5655,1171.0,26.0,9450.0,23950.0,0.2107,0.4148,0.87,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100751,The University of Alabama,2014,20787.0,0.6566,23250.0,44500.0,0.5105,1185.0,27.0,9826.0,24950.0,0.204,0.401,0.867,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100751,The University of Alabama,2015,20575.0,0.6709,23575.0,NA,0.5359,1181.0,27.0,10170.0,25950.0,0.2009,0.4059,0.8647,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100751,The University of Alabama,2016,21676.0,0.6871,23290.0,NA,0.5259,1202.0,27.0,10470.0,26950.0,0.1938,0.4007,0.8627,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100751,The University of Alabama,2017,21973.0,0.6787,23250.0,NA,0.533,1278.0,28.0,10780.0,28100.0,0.18,0.3878,0.8709,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100751,The University of Alabama,2018,22232.0,0.7188,23250.0,NA,0.5906,1252.0,27.0,10780.0,29230.0,0.1796,0.3847,0.8788,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100751,The University of Alabama,2019,22597.0,0.711,23072.0,NA,0.8268,1261.0,27.0,10780.0,30250.0,0.1772,0.3802,0.8693,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100751,The University of Alabama,2020,20917.0,0.7214,22750.0,59221.0,0.8039,1262.0,27.0,11620.0,31090.0,0.1718,0.3644,0.8723,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100751,The University of Alabama,2021,21534.0,0.7223,NA,NA,0.789,1244.0,26.0,11620.0,31090.0,0.1712,0.3454,0.8855,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100751,The University of Alabama,2022,20888.0,0.7276,NA,NA,0.8006,1304.0,NA,11940.0,32300.0,0.1788,0.3388,0.8668,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100751,The University of Alabama,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100751,The University of Alabama,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100858,Auburn University,2012,16284.0,0.6827,21139.0,45700.0,0.7723,1217.0,27.0,9446.0,25190.0,0.1754,0.3714,0.9001,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100858,Auburn University,2013,17541.0,0.6792,21500.0,47100.0,0.8274,1215.0,27.0,9852.0,26364.0,0.1687,0.361,0.8946,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100858,Auburn University,2014,18644.0,0.7086,21500.0,48800.0,0.8347,1215.0,27.0,10200.0,27384.0,0.161,0.3494,0.9052,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100858,Auburn University,2015,22183.0,0.7292,21500.0,NA,0.7766,1218.0,27.0,10424.0,28040.0,0.1631,0.347,0.898,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100858,Auburn University,2016,22881.0,0.7501,21500.0,NA,0.8054,1217.0,27.0,10696.0,28840.0,0.1532,0.3279,0.9101,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100858,Auburn University,2017,23416.0,0.7658,21000.0,NA,0.8393,1282.0,27.0,10968.0,29640.0,0.1489,0.3198,0.9152,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100858,Auburn University,2018,23696.0,0.7812,21281.0,NA,0.7543,1289.0,28.0,11276.0,30524.0,0.1537,0.3169,0.8999,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100858,Auburn University,2019,24104.0,0.7911,21500.0,NA,0.8067,1300.0,28.0,11492.0,31124.0,0.1455,0.3052,0.9136,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100858,Auburn University,2020,24018.0,0.787,21000.0,65337.0,0.8507,1302.0,28.0,11796.0,31956.0,0.1343,0.298,0.9197,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100858,Auburn University,2021,23258.0,0.8088,NA,NA,0.7118,1305.4004181127525,27.898965962303038,11826.0,31986.0,0.1301,0.2869,0.9289,000001100000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100858,Auburn University,2022,24297.0,0.8075,NA,NA,0.436,1292.0,NA,12176.0,32960.0,0.1254,0.2787,0.9202,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100858,Auburn University,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
100858,Auburn University,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104151,Arizona State University Campus Immersion,2012,12366.0,0.5683,18250.0,45100.0,0.8891,1105.0,24.0,9724.0,22977.0,0.4065,0.5306,0.7995,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104151,Arizona State University Campus Immersion,2013,11480.0,0.5947,19060.0,45400.0,0.8023,1145.0,25.0,9861.0,23654.0,0.3376,0.4784,0.844,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104151,Arizona State University Campus Immersion,2014,10858.0,0.6343,19874.0,47700.0,0.8433,1145.0,25.0,10157.0,24503.0,0.3192,0.4527,0.8609,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104151,Arizona State University Campus Immersion,2015,11337.0,0.6553,20086.0,NA,0.8291,1158.0,26.0,10158.0,25458.0,0.3138,0.4317,0.8619,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104151,Arizona State University Campus Immersion,2016,11572.0,0.6736,20000.0,NA,0.825,1147.0,25.0,10370.0,26470.0,0.3007,0.4095,0.8588,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104151,Arizona State University Campus Immersion,2017,11163.0,0.6335,20349.0,NA,0.8415,1235.0,26.0,10792.0,27372.0,0.2928,0.3875,0.8659,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104151,Arizona State University Campus Immersion,2018,11644.0,0.6904,20278.0,NA,0.8478,1240.0,26.0,10822.0,28336.0,0.3026,0.3652,0.8765,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104151,Arizona State University Campus Immersion,2019,11706.0,0.6349,20000.0,NA,0.8647,1230.0,25.0,11338.0,29428.0,0.293,0.3392,0.8844,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104151,Arizona State University Campus Immersion,2020,13107.0,0.6601,19500.0,62668.0,0.8837,1207.0,25.0,11338.0,29428.0,0.3315,0.3477,0.862,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104151,Arizona State University Campus Immersion,2021,12814.0,0.6602,NA,NA,0.8819,1226.0508629366109,25.995948412356658,11348.0,29438.0,0.3276,0.3051,0.86,000001100000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104151,Arizona State University Campus Immersion,2022,12817.0,0.669,NA,NA,0.8975,1224.4816980198777,NA,11618.0,30592.0,0.3124,0.2831,0.8536,000001000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104151,Arizona State University Campus Immersion,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104151,Arizona State University Campus Immersion,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104179,University of Arizona,2012,13583.0,0.6128,17209.5,44000.0,0.7139,1099.0,24.0,10035.0,26231.0,0.336,0.4132,0.8015,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104179,University of Arizona,2013,13617.0,0.6139,17750.0,45800.0,0.7692,1106.0,24.0,10391.0,27383.0,0.3265,0.3962,0.8148,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104179,University of Arizona,2014,15215.0,0.6026,18750.0,47300.0,0.7462,1122.677910471904,24.734632233810625,10957.0,29421.0,0.3349,0.4055,0.8189,000001100000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104179,University of Arizona,2015,16099.0,0.6085,18750.0,NA,0.7643,1124.9293024895314,24.91945681203323,11403.0,32630.0,0.3174,0.4078,0.8039,000001100000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104179,University of Arizona,2016,16150.0,0.5992,19000.0,NA,0.7862,1125.4633048975934,24.85881316080598,11769.0,34967.0,0.3056,0.3986,0.8048,000001100000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104179,University of Arizona,2017,14821.0,0.6349,20000.0,NA,0.8358,1195.2605299462693,25.08540838287074,11877.0,35307.0,0.2935,0.392,0.8332,000001100000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104179,University of Arizona,2018,14553.0,0.6448,20171.0,NA,0.8442,1198.0,25.0,12467.0,36366.0,0.2896,0.3749,0.8124,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104179,University of Arizona,2019,15016.0,0.6471,20137.0,NA,0.8459,1228.0,25.0,12711.0,36718.0,0.2888,0.3558,0.8321,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104179,University of Arizona,2020,13358.0,0.6489,19620.0,59979.0,0.8513,1220.0,25.0,12716.0,36743.0,0.2875,0.3328,0.8547,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104179,University of Arizona,2021,15601.0,0.6434,NA,NA,0.8727,1230.0,25.0,12736.0,37258.0,0.2868,0.2882,0.8403,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104179,University of Arizona,2022,14721.0,0.6793,NA,NA,0.8676,1229.0,NA,13275.0,39577.0,0.2781,0.2757,0.8564,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104179,University of Arizona,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104179,University of Arizona,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104717,Grand Canyon University,2012,17680.0,0.3134,18750.0,44500.0,0.3237,1298.9209092538604,29.258120425837145,17000.0,17000.0,0.53,0.6258,0.6499,000001100000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104717,Grand Canyon University,2013,28309.0,0.3036,18750.0,49200.0,0.548,1330.3081757020743,30.44987717646098,17000.0,17000.0,0.5262,0.6248,0.5878,000001100000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104717,Grand Canyon University,2014,28039.0,0.2788,18750.0,52700.0,0.5757,1314.5307765077469,29.029041773993914,17050.0,17050.0,0.5055,0.6189,0.6236,000001100000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104717,Grand Canyon University,2015,19797.0,0.3363,18750.0,NA,0.432,1348.9340160372249,30.71112581836879,17050.0,17050.0,0.4773,0.6406,0.6744,000001100000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104717,Grand Canyon University,2016,20923.0,0.4277,18750.0,NA,0.5694,1358.04723938388,30.86349331143157,17050.0,17050.0,0.4575,0.5967,0.6575,000001100000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104717,Grand Canyon University,2017,20570.0,0.4075,20168.0,NA,0.6692,1412.214196223897,31.016714876984416,17050.0,17050.0,0.445,0.5831,0.6564,000001100000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104717,Grand Canyon University,2018,21197.0,0.368,21073.0,NA,0.732,1413.9732191465746,31.485446700410144,17050.0,17050.0,0.4618,0.5942,0.6369,000001100000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104717,Grand Canyon University,2019,21020.0,0.4079,21557.0,NA,0.7694,1421.8435597495945,32.42260372688741,17800.0,17800.0,0.4545,0.5847,0.6539,000001100000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104717,Grand Canyon University,2020,20585.0,0.4657,22114.0,42186.0,0.8069,1441.220781544244,31.298014033367785,17800.0,17800.0,0.4456,0.5756,0.7355,000001100000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104717,Grand Canyon University,2021,21176.0,0.4474,NA,NA,0.8284,1467.0227519160803,31.957198985296806,17800.0,17800.0,0.4311,0.5497,0.7059,000001100000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104717,Grand Canyon University,2022,21798.0,0.4505,NA,NA,0.7787,1434.6970753696214,NA,17800.0,17800.0,0.4254,0.527,0.702,000001000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104717,Grand Canyon University,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
104717,Grand Canyon University,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
106397,University of Arkansas,2012,11704.0,0.6035,20500.0,43400.0,0.6347,1157.0,26.0,7554.0,18434.0,0.2543,0.4159,0.8122,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
106397,University of Arkansas,2013,11861.0,0.601,20750.0,43100.0,0.5858,1156.0,26.0,7818.0,19074.0,0.2427,0.4084,0.821,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
106397,University of Arkansas,2014,14143.0,0.6228,21250.0,44900.0,0.6204,1155.0,26.0,8210.0,20300.0,0.2359,0.4026,0.8284,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
106397,University of Arkansas,2015,14546.0,0.6249,21500.0,NA,0.6006,1154.0,26.0,8522.0,21826.0,0.2295,0.3998,0.8212,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
106397,University of Arkansas,2016,15648.0,0.6447,21500.0,NA,0.632,1170.0,26.0,8820.0,23168.0,0.217,0.3905,0.8244,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
106397,University of Arkansas,2017,16069.0,0.6152,21500.0,NA,0.6596,1239.0,26.0,9062.0,24308.0,0.2043,0.3866,0.8221,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
106397,University of Arkansas,2018,15642.0,0.6553,21500.0,NA,0.7747,1238.0,26.0,9130.0,25168.0,0.1998,0.3739,0.838,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
106397,University of Arkansas,2019,16381.0,0.6621,21500.0,NA,0.7709,1253.0,27.0,9384.0,25872.0,0.1938,0.3672,0.842,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
106397,University of Arkansas,2020,16507.0,0.685,21500.0,58191.0,0.7767,1236.0,26.0,9384.0,25872.0,0.1858,0.3602,0.8471,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
106397,University of Arkansas,2021,14998.0,0.6968,NA,NA,0.8267,1188.0,25.0,9574.0,26390.0,0.1795,0.3377,0.8708,000000000000,netPrice|graduationRate|medianDebt|medianEarnings|admissionRate|satAverage|actMidpoint|tuitionInState|tuitionOutOfState|pellGrantRate|federalLoanRate|retentionRate
